Year,State,Constituency_Name,Winner_Candidate,Winner_Party,Previous_Winner,Previous_Party,Incumbent_Reelected
2014,Punjab,Gurdaspur,Vinod Khanna,BJP,Partap Singh Bajwa,INC,FALSE
2019,Punjab,Gurdaspur,Sunny Deol,BJP,Vinod Khanna,BJP,FALSE
2024,Punjab,Gurdaspur,Sukhjinder Singh Randhawa,INC,Sunny Deol,BJP,FALSE
2004,Punjab,Hoshiarpur,Avinash Rai Khanna,BJP,,,
2009,Punjab,Hoshiarpur,Santosh Chowdhary,INC,Avinash Rai Khanna,BJP,FALSE
2014,Punjab,Hoshiarpur,Vijay Sampla,BJP,Santosh Chowdhary,INC,FALSE
2019,Punjab,Hoshiarpur,Som Prakash,BJP,Vijay Sampla,BJP,FALSE
2024,Punjab,Hoshiarpur,Raj Kumar Chabbewal,AAP,Som Prakash,BJP,FALSE
2009,Punjab,Jalandhar,Mohinder Singh Kaypee,INC,,,
2014,Punjab,Jalandhar,Santokh Singh Chaudhary,INC,Mohinder Singh Kaypee,INC,FALSE
2019,Punjab,Jalandhar,Santokh Singh Chaudhary,INC,Santokh Singh Chaudhary,INC,TRUE
2024,Punjab,Jalandhar,Charanjit Singh Channi,INC,Santokh Singh Chaudhary,INC,FALSE
2004,Punjab,Jullundur,Rana Gurjeet Singh,INC,,,
2009,Punjab,Khadoor Sahib,Rattan Singh Ajnala,SAD,,,
2014,Punjab,Khadoor Sahib,Ranjit Singh Brahmpura,SAD,Rattan Singh Ajnala,SAD,FALSE
2019,Punjab,Khadoor Sahib,Jasbir Singh Gill,INC,Ranjit Singh Brahmpura,SAD,FALSE
2024,Punjab,Khadoor Sahib,Amritpal Singh,IND,Jasbir Singh Gill,INC,FALSE
2004,Punjab,Ludhiana,Sharanjit Singh Dhillon,SAD,,,
2009,Punjab,Ludhiana,Manish Tewari,INC,Sharanjit Singh Dhillon,SAD,FALSE
2014,Punjab,Ludhiana,Ravneet Singh Bittu,INC,Manish Tewari,INC,FALSE
2019,Punjab,Ludhiana,Ravneet Singh Bittu,INC,Ravneet Singh Bittu,INC,TRUE
2024,Punjab,Ludhiana,Amrinder Singh Raja Warring,INC,Ravneet Singh Bittu,INC,FALSE
2004,Punjab,Patiala,Preneet Kaur,INC,,,
2009,Punjab,Patiala,Preneet Kaur,INC,Preneet Kaur,INC,TRUE
2014,Punjab,Patiala,Dharam Vira Gandhi,AAP,Preneet Kaur,INC,FALSE
2019,Punjab,Patiala,Preneet Kaur,INC,Dharam Vira Gandhi,AAP,FALSE
2024,Punjab,Patiala,Dharamvira Gandhi,INC,Preneet Kaur,INC,FALSE
2004,Punjab,Phillaur,Charanjit Singh Atwal,SAD,,,
2004,Punjab,Ropar,Sukhdev Singh Libra,SAD,,,
2004,Punjab,Sangrur,Sukhdev Singh Dhindsa,SAD,,,
2009,Punjab,Sangrur,Vijay Inder Singla,INC,Sukhdev Singh Dhindsa,SAD,FALSE
2014,Punjab,Sangrur,Bhagwant Mann,AAP,Vijay Inder Singla,INC,FALSE
2019,Punjab,Sangrur,Bhagwant Mann,AAP,Bhagwant Mann,AAP,TRUE
2024,Punjab,Sangrur,Gurmeet Singh Meet Hayer,AAP,Bhagwant Mann,AAP,FALSE
2004,Punjab,Tarn Taran,Rattan Singh Ajnala,SAD,,,
2004,Rajasthan,Ajmer,Rasa Singh Rawat,BJP,,,
2009,Rajasthan,Ajmer,Sachin Pilot,INC,Rasa Singh Rawat,BJP,FALSE
2014,Rajasthan,Ajmer,Sanwar Lal Jat,BJP,Sachin Pilot,INC,FALSE
2019,Rajasthan,Ajmer,Bhagirath Choudhary,BJP,Sanwar Lal Jat,BJP,FALSE
2024,Rajasthan,Ajmer,Bhagirath Choudhary,BJP,Bhagirath Choudhary,BJP,TRUE
2004,Rajasthan,Alwar,Karan Singh Yadav,INC,,,
2009,Rajasthan,Alwar,Bhanwar Jitendra Singh,INC,Karan Singh Yadav,INC,FALSE
2014,Rajasthan,Alwar,Chand Nath,BJP,Bhanwar Jitendra Singh,INC,FALSE
2019,Rajasthan,Alwar,Balak Nath,BJP,Chand Nath,BJP,FALSE
2024,Rajasthan,Alwar,Bhupender Yadav,BJP,Balak Nath,BJP,FALSE
2004,Rajasthan,Banswara,Dhan Singh Rawat,BJP,,,
2009,Rajasthan,Banswara,Tarachand Bhagora,INC,Dhan Singh Rawat,BJP,FALSE
2014,Rajasthan,Banswara,Manshankar Ninama,BJP,Tarachand Bhagora,INC,FALSE
2019,Rajasthan,Banswara,Kanak Mal Katara,BJP,Manshankar Ninama,BJP,FALSE
2024,Rajasthan,Banswara,Rajkumar Roat,BAP,Kanak Mal Katara,BJP,FALSE
2004,Rajasthan,Barmer,Manvendra Singh,BJP,,,
2009,Rajasthan,Barmer,Harish Chaudhary,INC,Manvendra Singh,BJP,FALSE
2014,Rajasthan,Barmer,Col. Sona Ram,BJP,Harish Chaudhary,INC,FALSE
2019,Rajasthan,Barmer,Kailash Choudhary,BJP,Col. Sona Ram,BJP,FALSE
2024,Rajasthan,Barmer,Ummeda Ram Beniwal,INC,Kailash Choudhary,BJP,FALSE
2004,Rajasthan,Bayana,Ramswaroop Koli,BJP,,,
2004,Rajasthan,Bharatpur,Vishvendra Singh,BJP,,,
2009,Rajasthan,Bharatpur,Ratan Singh,INC,Vishvendra Singh,BJP,FALSE
2014,Rajasthan,Bharatpur,Bahadur Singh,BJP,Ratan Singh,INC,FALSE
2019,Rajasthan,Bharatpur,Ranjeeta Koli,BJP,Bahadur Singh,BJP,FALSE
2024,Rajasthan,Bharatpur,Sanjana Jatav,INC,Ranjeeta Koli,BJP,FALSE
2004,Rajasthan,Bhilwara,V. P. Singh Badnore,BJP,,,
2009,Rajasthan,Bhilwara,C. P. Joshi,INC,V. P. Singh Badnore,BJP,FALSE
2014,Rajasthan,Bhilwara,Subhash Baheria,BJP,C. P. Joshi,INC,FALSE
2019,Rajasthan,Bhilwara,Subhash Chandra Baheria,BJP,Subhash Baheria,BJP,FALSE
2024,Rajasthan,Bhilwara,Damodar Agarwal,BJP,Subhash Chandra Baheria,BJP,FALSE
2004,Rajasthan,Bikaner,Dharmendra,BJP,,,
2009,Rajasthan,Bikaner,Arjun Ram Meghwal,BJP,Dharmendra,BJP,FALSE
2014,Rajasthan,Bikaner,Arjun Ram Meghwal,BJP,Arjun Ram Meghwal,BJP,TRUE
2019,Rajasthan,Bikaner,Arjun Ram Meghwal,BJP,Arjun Ram Meghwal,BJP,TRUE
2024,Rajasthan,Bikaner,Arjun Ram Meghwal,BJP,Arjun Ram Meghwal,BJP,TRUE
2004,Rajasthan,Chittorgarh,Shrichand Kriplani,BJP,,,
2009,Rajasthan,Chittorgarh,Girija Vyas,INC,Shrichand Kriplani,BJP,FALSE
2014,Rajasthan,Chittorgarh,Chandra Prakash Joshi,BJP,Girija Vyas,INC,FALSE
2019,Rajasthan,Chittorgarh,Chandra Prakash Joshi,BJP,Chandra Prakash Joshi,BJP,TRUE
2024,Rajasthan,Chittorgarh,Chandra Prakash Joshi,BJP,Chandra Prakash Joshi,BJP,TRUE
2004,Rajasthan,Churu,Ram Singh Kaswan,BJP,,,
2009,Rajasthan,Churu,Ram Singh Kaswan,BJP,Ram Singh Kaswan,BJP,TRUE
2014,Rajasthan,Churu,Rahul Kaswan,BJP,Ram Singh Kaswan,BJP,FALSE
2019,Rajasthan,Churu,Rahul Kaswan,BJP,Rahul Kaswan,BJP,TRUE
2024,Rajasthan,Churu,Rahul Kaswan,INC,Rahul Kaswan,BJP,TRUE
2004,Rajasthan,Dausa,Sachin Pilot,INC,,,
2009,Rajasthan,Dausa,Kirodi Lal Meena,IND,Sachin Pilot,INC,FALSE
2014,Rajasthan,Dausa,Harish Chandra Meena,BJP,Kirodi Lal Meena,IND,FALSE
2019,Rajasthan,Dausa,Jaskaur Meena,BJP,Harish Chandra Meena,BJP,FALSE
2024,Rajasthan,Dausa,Murari Lal Meena,INC,Jaskaur Meena,BJP,FALSE
2004,Rajasthan,Ganganagar,Nihalchand Meghwal,BJP,,,
2009,Rajasthan,Ganganagar,Bharat Ram Meghwal,INC,Nihalchand Meghwal,BJP,FALSE
2014,Rajasthan,Ganganagar,Nihalchand,BJP,Bharat Ram Meghwal,INC,FALSE
2019,Rajasthan,Ganganagar,Nihalchand,BJP,Nihalchand,BJP,TRUE
2024,Rajasthan,Ganganagar,Kuldeep Indora,INC,Nihalchand,BJP,FALSE
2004,Rajasthan,Jaipur,Girdhari Lal Bhargava,BJP,,,
2009,Rajasthan,Jaipur,Mahesh Joshi,INC,Girdhari Lal Bhargava,BJP,FALSE
2014,Rajasthan,Jaipur,Ramcharan Bohara,BJP,Mahesh Joshi,INC,FALSE
2019,Rajasthan,Jaipur,Ramcharan Bohara,BJP,Ramcharan Bohara,BJP,TRUE
2024,Rajasthan,Jaipur,Manju Sharma,BJP,Ramcharan Bohara,BJP,FALSE
2009,Rajasthan,Jaipur Rural,Lal Chand Kataria,INC,,,
2014,Rajasthan,Jaipur Rural,Rajyavardhan Singh Rathore,BJP,Lal Chand Kataria,INC,FALSE
2019,Rajasthan,Jaipur Rural,Rajyavardhan Singh Rathore,BJP,Rajyavardhan Singh Rathore,BJP,TRUE
2024,Rajasthan,Jaipur Rural,Rao Rajendra Singh,BJP,Rajyavardhan Singh Rathore,BJP,FALSE
2004,Rajasthan,Jalore,Bangaru Susheela,BJP,,,
2009,Rajasthan,Jalore,Devji Patel,BJP,Bangaru Susheela,BJP,FALSE
2014,Rajasthan,Jalore,Devji Patel,BJP,Devji Patel,BJP,TRUE
2019,Rajasthan,Jalore,Devaji Patel,BJP,Devji Patel,BJP,FALSE
2024,Rajasthan,Jalore,Lumbaram Choudhary,BJP,Devaji Patel,BJP,FALSE
2004,Rajasthan,Jhalawar,Dushyant Singh,BJP,,,
2009,Rajasthan,Jhalawar-Baran,Dushyant Singh,BJP,,,
2014,Rajasthan,Jhalawar-Baran,Dushyant Singh,BJP,Dushyant Singh,BJP,TRUE
2019,Rajasthan,Jhalawar-Baran,Dushyant Singh,BJP,Dushyant Singh,BJP,TRUE
2024,Rajasthan,Jhalawar-Baran,Dushyant Singh,BJP,Dushyant Singh,BJP,TRUE
2004,Rajasthan,Jhunjhunu,Sis Ram Ola,INC,,,
2009,Rajasthan,Jhunjhunu,Sis Ram Ola,INC,Sis Ram Ola,INC,TRUE
2014,Rajasthan,Jhunjhunu,Santosh Ahlawat,BJP,Sis Ram Ola,INC,FALSE
2019,Rajasthan,Jhunjhunu,Narendra Kumar,BJP,Santosh Ahlawat,BJP,FALSE
2024,Rajasthan,Jhunjhunu,Brijendra Singh Ola,INC,Narendra Kumar,BJP,FALSE
2004,Rajasthan,Jodhpur,Jaswant Singh Bishnoi,BJP,,,
2009,Rajasthan,Jodhpur,Chandresh Kumari Katoch,INC,Jaswant Singh Bishnoi,BJP,FALSE
2014,Rajasthan,Jodhpur,Gajendrasingh Shekhawat,BJP,Chandresh Kumari Katoch,INC,FALSE
2019,Rajasthan,Jodhpur,Gajendra Singh Shekhawat,BJP,Gajendrasingh Shekhawat,BJP,FALSE
2024,Rajasthan,Jodhpur,Gajendra Singh Shekhawat,BJP,Gajendra Singh Shekhawat,BJP,TRUE
2009,Rajasthan,Karauli-Dholpur,Khiladi Lal Bairwa,INC,,,
2014,Rajasthan,Karauli-Dholpur,Manoj Rajoria,BJP,Khiladi Lal Bairwa,INC,FALSE
2019,Rajasthan,Karauli-Dholpur,Manoj Rajoria,BJP,Manoj Rajoria,BJP,TRUE
2024,Rajasthan,Karauli-Dholpur,Bhajan Lal Jatav,INC,Manoj Rajoria,BJP,FALSE
2004,Rajasthan,Kota,Raghuveer Singh Koshal,BJP,,,
2009,Rajasthan,Kota,Ijyaraj Singh,INC,Raghuveer Singh Koshal,BJP,FALSE
2014,Rajasthan,Kota,Om Birla,BJP,Ijyaraj Singh,INC,FALSE
2019,Rajasthan,Kota,Om Birla,BJP,Om Birla,BJP,TRUE
2024,Rajasthan,Kota,Om Birla,BJP,Om Birla,BJP,TRUE
2004,Rajasthan,Nagaur,Bhanwar Singh Dangawas,BJP,,,
2009,Rajasthan,Nagaur,Jyoti Mirdha,INC,Bhanwar Singh Dangawas,BJP,FALSE
2014,Rajasthan,Nagaur,C R Choudhary,BJP,Jyoti Mirdha,INC,FALSE
2019,Rajasthan,Nagaur,Hanuman Beniwal,Rashtriya Loktantrik Party,C R Choudhary,BJP,FALSE
2024,Rajasthan,Nagaur,Hanuman Beniwal,RLP,Hanuman Beniwal,Rashtriya Loktantrik Party,TRUE
2004,Rajasthan,Pali,Pusp Jain,BJP,,,
2009,Rajasthan,Pali,Badri Ram Jakhar,INC,Pusp Jain,BJP,FALSE
2014,Rajasthan,Pali,P P Choudhary,BJP,Badri Ram Jakhar,INC,FALSE
2019,Rajasthan,Pali,P P Chaudhary,BJP,P P Choudhary,BJP,FALSE
2024,Rajasthan,Pali,P. P. Chaudhary,BJP,P P Chaudhary,BJP,FALSE
2009,Rajasthan,Rajsamand,Gopal Singh Shekhawat,INC,,,
2014,Rajasthan,Rajsamand,Hariom Singh Rathore,BJP,Gopal Singh Shekhawat,INC,FALSE
2019,Rajasthan,Rajsamand,Diya Kumari,BJP,Hariom Singh Rathore,BJP,FALSE
2024,Rajasthan,Rajsamand,Mahima Kumari Mewar,BJP,Diya Kumari,BJP,FALSE
2004,Rajasthan,Salumber,Mahaveer Bhagora,BJP,,,
2004,Rajasthan,Sawai Madhopur,Namo Narain Meena,INC,,,
2004,Rajasthan,Sikar,Subhash Maharia,BJP,,,
2009,Rajasthan,Sikar,Mahadeo Singh Khandela,INC,Subhash Maharia,BJP,FALSE
2014,Rajasthan,Sikar,Sumedhanand Saraswati,BJP,Mahadeo Singh Khandela,INC,FALSE
2019,Rajasthan,Sikar,Sumedhanand Saraswati,BJP,Sumedhanand Saraswati,BJP,TRUE
2024,Rajasthan,Sikar,Amra Ram,CPI(M),Sumedhanand Saraswati,BJP,FALSE
2004,Rajasthan,Tonk,Kailash Meghwal,BJP,,,
2009,Rajasthan,Tonk-Sawai Madhopur,Namo Narain Meena,INC,,,
2014,Rajasthan,Tonk-Sawai Madhopur,Sukhbir Singh Jaunapuria,BJP,Namo Narain Meena,INC,FALSE
2019,Rajasthan,Tonk-Sawai Madhopur,Sukhbir Singh Jaunapuria,BJP,Sukhbir Singh Jaunapuria,BJP,TRUE
2024,Rajasthan,Tonk-Sawai Madhopur,Harish Chandra Meena,INC,Sukhbir Singh Jaunapuria,BJP,FALSE
2004,Rajasthan,Udaipur,Kiran Maheshwari,BJP,,,
2009,Rajasthan,Udaipur,Raghuveer Meena,INC,Kiran Maheshwari,BJP,FALSE
2014,Rajasthan,Udaipur,Arjunlal Meena,BJP,Raghuveer Meena,INC,FALSE
2019,Rajasthan,Udaipur,Arjunlal Meena,BJP,Arjunlal Meena,BJP,TRUE
2024,Rajasthan,Udaipur,Manna Lal Rawat,BJP,Arjunlal Meena,BJP,FALSE
2004,Sikkim,Sikkim,Nakul Das Rai,SDF,,,
2009,Sikkim,Sikkim,Prem Das Rai,SDF,Nakul Das Rai,SDF,FALSE
2014,Sikkim,Sikkim,Prem Das Rai,SDF,Prem Das Rai,SDF,TRUE
2019,Sikkim,Sikkim,Indra Hang Subba,SKM,Prem Das Rai,SDF,FALSE
2024,Sikkim,Sikkim,Indra Hang Subba,SKM,Indra Hang Subba,SKM,TRUE
2004,Tamil Nadu,Arakkonam,R. Velu,Pattali Makkal Katchi,,,
2009,Tamil Nadu,Arakkonam,S. Jagathrakshakan,DMK,R. Velu,Pattali Makkal Katchi,FALSE
2014,Tamil Nadu,Arakkonam,"Hari, G.",AIADMK,S. Jagathrakshakan,DMK,FALSE
2019,Tamil Nadu,Arakkonam,S. Jagathrakshakan,DMK,"Hari, G.",AIADMK,FALSE
2024,Tamil Nadu,Arakkonam,S. Jagathrakshakan,DMK,S. Jagathrakshakan,DMK,TRUE
2009,Tamil Nadu,Arani,M. Krishnasamy,INC,,,
2014,Tamil Nadu,Arani,V.Elumalai,AIADMK,M. Krishnasamy,INC,FALSE
2019,Tamil Nadu,Arani,M. K. Vishnu Prasad,INC,V.Elumalai,AIADMK,FALSE
2024,Tamil Nadu,Arani,M.S. Tharanivendhan,DMK,M. K. Vishnu Prasad,INC,FALSE
2004,Tamil Nadu,Chengalpattu,A. K. Moorthy,Pattali Makkal Katchi,,,
2009,Tamil Nadu,Chennai Central,Dayanidhi Maran,DMK,,,
2014,Tamil Nadu,Chennai Central,S.R. Vijayakumar,AIADMK,Dayanidhi Maran,DMK,FALSE
2019,Tamil Nadu,Chennai Central,Dayanidhi Maran,DMK,S.R. Vijayakumar,AIADMK,FALSE
2024,Tamil Nadu,Chennai Central,Dayanidhi Maran,DMK,Dayanidhi Maran,DMK,TRUE
2009,Tamil Nadu,Chennai North,T. K. S. Elangovan,DMK,,,
2014,Tamil Nadu,Chennai North,Venkatesh Babu .T.G,AIADMK,T. K. S. Elangovan,DMK,FALSE
2019,Tamil Nadu,Chennai North,Kalanidhi Veeraswamy,DMK,Venkatesh Babu .T.G,AIADMK,FALSE
2024,Tamil Nadu,Chennai North,Kalanidhi Veeraswamy,DMK,Kalanidhi Veeraswamy,DMK,TRUE
2009,Tamil Nadu,Chennai South,C. Rajendran,AIADMK,,,
2014,Tamil Nadu,Chennai South,Dr. J. Jayavardhan,AIADMK,C. Rajendran,AIADMK,FALSE
2019,Tamil Nadu,Chennai South,Thamizhachi Thangapandian,DMK,Dr. J. Jayavardhan,AIADMK,FALSE
2024,Tamil Nadu,Chennai South,Thamizhachi Thangapandian,DMK,Thamizhachi Thangapandian,DMK,TRUE
2004,Tamil Nadu,Chidambaram,E. Ponnuswamy,Pattali Makkal Katchi,,,
2009,Tamil Nadu,Chidambaram,Thol. Thirumavalavan,VCK,E. Ponnuswamy,Pattali Makkal Katchi,FALSE
2014,Tamil Nadu,Chidambaram,"Chandrakasi, M",AIADMK,Thol. Thirumavalavan,VCK,FALSE
2019,Tamil Nadu,Chidambaram,Thol. Thirumavalavan,VCK,"Chandrakasi, M",AIADMK,FALSE
2024,Tamil Nadu,Chidambaram,Thol. Thirumavalavan,VCK,Thol. Thirumavalavan,VCK,TRUE
2004,Tamil Nadu,Coimbatore,K. Subbarayan,CPI,,,
2009,Tamil Nadu,Coimbatore,P. R. Natarajan,CPI(M),K. Subbarayan,CPI,FALSE
2014,Tamil Nadu,Coimbatore,"Nagarajan, P.",AIADMK,P. R. Natarajan,CPI(M),FALSE
2019,Tamil Nadu,Coimbatore,P.R. Natarajan,CPI(M),"Nagarajan, P.",AIADMK,FALSE
2024,Tamil Nadu,Coimbatore,Ganapathi P. Rajkumar,DMK,P.R. Natarajan,CPI(M),FALSE
2004,Tamil Nadu,Cuddalore,K. Venkatapathy,DMK,,,
2009,Tamil Nadu,Cuddalore,K. S. Alagiri,INC,K. Venkatapathy,DMK,FALSE
2014,Tamil Nadu,Cuddalore,Arunmozhithevan.A,AIADMK,K. S. Alagiri,INC,FALSE
2019,Tamil Nadu,Cuddalore,T.R.V.S. Ramesh,DMK,Arunmozhithevan.A,AIADMK,FALSE
2024,Tamil Nadu,Cuddalore,M. K. Vishnu Prasad,INC,T.R.V.S. Ramesh,DMK,FALSE
2004,Tamil Nadu,Dharmapuri,R. Senthil,Pattali Makkal Katchi,,,
2009,Tamil Nadu,Dharmapuri,R. Thamaraiselvan,DMK,R. Senthil,Pattali Makkal Katchi,FALSE
2014,Tamil Nadu,Dharmapuri,Anbumani Ramadoss,Pattali Makkal Katchi,R. Thamaraiselvan,DMK,FALSE
2019,Tamil Nadu,Dharmapuri,Dr S Senthil Kumar,DMK,Anbumani Ramadoss,Pattali Makkal Katchi,FALSE
2024,Tamil Nadu,Dharmapuri,A. Mani,DMK,Dr S Senthil Kumar,DMK,FALSE
2004,Tamil Nadu,Dindigul,N. S. V. Chitthan,INC,,,
2009,Tamil Nadu,Dindigul,N. S. V. Chitthan,INC,N. S. V. Chitthan,INC,TRUE
2014,Tamil Nadu,Dindigul,Udhaya Kumar .M,AIADMK,N. S. V. Chitthan,INC,FALSE
2019,Tamil Nadu,Dindigul,P. Veluchamy,DMK,Udhaya Kumar .M,AIADMK,FALSE
2024,Tamil Nadu,Dindigul,R. Sachidanandam,CPI(M),P. Veluchamy,DMK,FALSE
2009,Tamil Nadu,Erode,A. Ganeshamurthi,Marumalarchi Dravida Munnetra Kazhagam,,,
2014,Tamil Nadu,Erode,Selvakumara Chinnayan S,AIADMK,A. Ganeshamurthi,Marumalarchi Dravida Munnetra Kazhagam,FALSE
2019,Tamil Nadu,Erode,A. Ganeshamurthi,DMK,Selvakumara Chinnayan S,AIADMK,FALSE
2024,Tamil Nadu,Erode,K. E. Prakash,DMK,A. Ganeshamurthi,DMK,FALSE
2004,Tamil Nadu,Gobichettipalayam,E. V. K. S. Elangovan,INC,,,
2009,Tamil Nadu,Kallakurichi,Adhi Sankar,DMK,,,
2014,Tamil Nadu,Kallakurichi,Kamaraj. K,AIADMK,Adhi Sankar,DMK,FALSE
2019,Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,DMK,Kamaraj. K,AIADMK,FALSE
2024,Tamil Nadu,Kallakurichi,Malaiyarasan D,DMK,Gautham Sigamani Pon,DMK,FALSE
2009,Tamil Nadu,Kancheepuram,P. Viswanathan,INC,,,
2014,Tamil Nadu,Kancheepuram,Maragatham K,AIADMK,P. Viswanathan,INC,FALSE
2019,Tamil Nadu,Kancheepuram,G. Selvam,DMK,Maragatham K,AIADMK,FALSE
2024,Tamil Nadu,Kancheepuram,G. Selvam,DMK,G. Selvam,DMK,TRUE
2014,Tamil Nadu,Kanniyakumari,Radhakrishnan P.,BJP,,,
2024,Tamil Nadu,Kanniyakumari,Vijay Vasanth,INC,Radhakrishnan P.,BJP,FALSE
2009,Tamil Nadu,Kanyakumari,J. Helen Davidson,DMK,,,
2019,Tamil Nadu,Kanyakumari,H. Vasanthakumar,INC,J. Helen Davidson,DMK,FALSE
2004,Tamil Nadu,Karur,K. C. Palanisamy,DMK,,,
2009,Tamil Nadu,Karur,M. Thambidurai,AIADMK,K. C. Palanisamy,DMK,FALSE
2014,Tamil Nadu,Karur,"Thambidurai, M.",AIADMK,M. Thambidurai,AIADMK,FALSE
2019,Tamil Nadu,Karur,S.Jothimani,INC,"Thambidurai, M.",AIADMK,FALSE
2024,Tamil Nadu,Karur,Jothimani,INC,S.Jothimani,INC,FALSE
2004,Tamil Nadu,Krishnagiri,E. G. Sugavanam,DMK,,,
2009,Tamil Nadu,Krishnagiri,E. G. Sugavanam,DMK,E. G. Sugavanam,DMK,TRUE
2014,Tamil Nadu,Krishnagiri,Ashok Kumar.K,AIADMK,E. G. Sugavanam,DMK,FALSE
2019,Tamil Nadu,Krishnagiri,A. Chellakumar,INC,Ashok Kumar.K,AIADMK,FALSE
2024,Tamil Nadu,Krishnagiri,K. Gopinath,INC,A. Chellakumar,INC,FALSE
2004,Tamil Nadu,Madras Central,Dayanidhi Maran,DMK,,,
2004,Tamil Nadu,Madras North,C. Kuppusami,DMK,,,
2004,Tamil Nadu,Madras South,T. R. Baalu,DMK,,,
2004,Tamil Nadu,Madurai,P. Mohan,CPI(M),,,
2009,Tamil Nadu,Madurai,M. K. Alagiri,DMK,P. Mohan,CPI(M),FALSE
2014,Tamil Nadu,Madurai,R.Gopalakrishnan,AIADMK,M. K. Alagiri,DMK,FALSE
2019,Tamil Nadu,Madurai,S. Venkatesan,CPI(M),R.Gopalakrishnan,AIADMK,FALSE
2024,Tamil Nadu,Madurai,S. Venkatesan,CPI(M),S. Venkatesan,CPI(M),TRUE
2004,Tamil Nadu,Mayiladuthurai,Mani Shankar Aiyar,INC,,,
2009,Tamil Nadu,Mayiladuthurai,O. S. Manian,AIADMK,Mani Shankar Aiyar,INC,FALSE
2014,Tamil Nadu,Mayiladuthurai,Bharathi Mohan R.K,AIADMK,O. S. Manian,AIADMK,FALSE
2019,Tamil Nadu,Mayiladuthurai,S. Ramalingam,DMK,Bharathi Mohan R.K,AIADMK,FALSE
2024,Tamil Nadu,Mayiladuthurai,Sudha Ramakrishnan,INC,S. Ramalingam,DMK,FALSE
2004,Tamil Nadu,Nagapattinam,A. K. S. Vijayan,DMK,,,
2009,Tamil Nadu,Nagapattinam,A. K. S. Vijayan,DMK,A. K. S. Vijayan,DMK,TRUE
2014,Tamil Nadu,Nagapattinam,Gopal. Dr. K,AIADMK,A. K. S. Vijayan,DMK,FALSE
2019,Tamil Nadu,Nagapattinam,M. Selvaraj,CPI,Gopal. Dr. K,AIADMK,FALSE
2024,Tamil Nadu,Nagapattinam,V. Selvaraj,CPI,M. Selvaraj,CPI,FALSE
2004,Tamil Nadu,Nagercoil,A. V. Bellarmin,CPI(M),,,
2009,Tamil Nadu,Namakkal,S. Gandhiselvan,DMK,,,
2014,Tamil Nadu,Namakkal,Sundaram P.R,AIADMK,S. Gandhiselvan,DMK,FALSE
2019,Tamil Nadu,Namakkal,A.K.P. Chinraj,DMK,Sundaram P.R,AIADMK,FALSE
2024,Tamil Nadu,Namakkal,V. S. Matheswaran,DMK,A.K.P. Chinraj,DMK,FALSE
2004,Tamil Nadu,Nilgiris,R. Prabhu,INC,,,
2009,Tamil Nadu,Nilgiris,A. Raja,DMK,R. Prabhu,INC,FALSE
2014,Tamil Nadu,Nilgiris,"Gopalakrishnan, C.",AIADMK,A. Raja,DMK,FALSE
2019,Tamil Nadu,Nilgiris,A. Raja,DMK,"Gopalakrishnan, C.",AIADMK,FALSE
2024,Tamil Nadu,Nilgiris,A. Raja,DMK,A. Raja,DMK,TRUE
2004,Tamil Nadu,Palani,S. K. Kharventhan,INC,,,
2004,Tamil Nadu,Perambalur,A. Raja,DMK,,,
2009,Tamil Nadu,Perambalur,Napoleon D,DMK,A. Raja,DMK,FALSE
2014,Tamil Nadu,Perambalur,"Marutharajaa, R.P.",AIADMK,Napoleon D,DMK,FALSE
2019,Tamil Nadu,Perambalur,T. R. Paarivendhar,DMK,"Marutharajaa, R.P.",AIADMK,FALSE
2024,Tamil Nadu,Perambalur,Arun Nehru,DMK,T. R. Paarivendhar,DMK,FALSE
2004,Tamil Nadu,Periyakulam,J. M. Aaroon Rashid,INC,,,
2004,Tamil Nadu,Pollachi,C. Krishnan,Marumalarchi Dravida Munnetra Kazhagam,,,
2009,Tamil Nadu,Pollachi,K. Sugumar,AIADMK,C. Krishnan,Marumalarchi Dravida Munnetra Kazhagam,FALSE
2014,Tamil Nadu,Pollachi,Mahendran.C,AIADMK,K. Sugumar,AIADMK,FALSE
2019,Tamil Nadu,Pollachi,K. Shamugasundaram,DMK,Mahendran.C,AIADMK,FALSE
2024,Tamil Nadu,Pollachi,Eswarasamy,DMK,K. Shamugasundaram,DMK,FALSE
2004,Tamil Nadu,Pudukkottai,S. Regupathy,DMK,,,
2004,Tamil Nadu,Ramanathapuram,M. S. K. Bhavani Rajenthiran,DMK,,,
2009,Tamil Nadu,Ramanathapuram,J. K. Rithesh,DMK,M. S. K. Bhavani Rajenthiran,DMK,FALSE
2014,Tamil Nadu,Ramanathapuram,Anwhar Raajhaa.A,AIADMK,J. K. Rithesh,DMK,FALSE
2019,Tamil Nadu,Ramanathapuram,Navaskani,Indian Union Muslim League,Anwhar Raajhaa.A,AIADMK,FALSE
2024,Tamil Nadu,Ramanathapuram,Kani K. Navas,IUML,Navaskani,Indian Union Muslim League,FALSE
2004,Tamil Nadu,Rasipuram,K. Rani,INC,,,
2004,Tamil Nadu,Salem,K. V. Thangkabalu,INC,,,
2009,Tamil Nadu,Salem,S. Semmalai,AIADMK,K. V. Thangkabalu,INC,FALSE
2014,Tamil Nadu,Salem,Pannerselvam.V,AIADMK,S. Semmalai,AIADMK,FALSE
